Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews
Information Technology,"Decisions, Decisions: Dashboards and Reports",Google,Course,Advanced,1 - 3 Months,"Dashboard, Business Intelligence, Data Presentation, Data Visualization Software, Business Reporting, Scalability, Stakeholder Communications, Key Performance Indicators (KPIs), Performance Analysis, Presentations, Interviewing Skills",4.8,1000
Information Technology,Mathematics for Machine Learning: Linear Algebra,Imperial College London,Course,Beginner,1 - 3 Months,"Linear Algebra, NumPy, Applied Mathematics, Data Transformation, Data Science, Machine Learning Methods, Algorithms, Data Manipulation, Python Programming",4.7,12000
Information Technology,Data Modeling in Power BI,Microsoft,Course,Beginner,1 - 4 Weeks,"Data Analysis Expressions (DAX), Data Modeling, Star Schema, Power BI, Database Design, Data Warehousing, Business Intelligence, Data Analysis, Time Series Analysis and Forecasting, Performance Tuning",4.2,630
Information Technology,"GIS, Mapping, and Spatial Analysis",University of Toronto,Specialization,Beginner,3 - 6 Months,"ArcGIS, GIS Software, Spatial Data Analysis, Spatial Analysis, Geographic Information Systems, Geospatial Mapping, Geospatial Information and Technology, Data Mapping, Data Visualization, Metadata Management, Query Languages, Data Manipulation, Data Synthesis, Quantitative Research, Data Compilation, Data Processing, Typography, Data Cleansing, Data Validation, Data Storytelling",4.8,2900
Information Technology,Data-driven Decision Making,PwC,Course,Beginner,1 - 4 Weeks,"Analytics, Business Analytics, Data Analysis, Data-Driven Decision-Making, Business Intelligence, Big Data, Analytical Skills, Analysis, Data Visualization, Data Science, Statistical Analysis, Data Visualization Software, Data Processing, Decision Making, Data Collection",4.6,6100
Information Technology,Statistics with Python,University of Michigan,Specialization,Beginner,1 - 3 Months,"Statistical Hypothesis Testing, Sampling (Statistics), Statistical Modeling, Statistical Inference, Statistical Methods, Bayesian Statistics, Data Visualization, Statistics, Matplotlib, Statistical Visualization, Statistical Software, Probability & Statistics, Statistical Analysis, Jupyter, Statistical Programming, Regression Analysis, Data Visualization Software, Predictive Modeling, Exploratory Data Analysis, Data Analysis",4.6,3300
Information Technology,Fractal Data Science,Fractal Analytics,Professional Certificate,Beginner,3 - 6 Months,"Data Storytelling, Decision Making, Critical Thinking, Database Design, Data Manipulation, Data Presentation, Power BI, Data Visualization, Exploratory Data Analysis, Feature Engineering, Interactive Data Visualization, Data Analysis Expressions (DAX), Human Centered Design, Storyboarding, Classification And Regression Tree (CART), SQL, Applied Machine Learning, Problem Solving, Data Modeling, Machine Learning Algorithms",4.6,303
Information Technology,Natural Language Processing with Probabilistic Models,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Natural Language Processing, Markov Model, Text Mining, Artificial Intelligence, Artificial Neural Networks, Data Processing, Deep Learning, Algorithms, Computer Programming, Unstructured Data, Machine Learning, Probability & Statistics",4.7,1700
Information Technology,Survey Data Collection and Analytics,University of Michigan,Specialization,Beginner,3 - 6 Months,"Sampling (Statistics), Sample Size Determination, Survey Creation, Data Collection, Statistical Analysis, Data Analysis Software, Business Research, Interviewing Skills, Data Integration, Data Ethics, Research Design, Stata, R Programming, Data Quality, Data Analysis, Statistical Modeling, Qualitative Research, Statistical Methods, Statistical Programming, Data Cleansing",4.4,1400
Information Technology,Neuroscience and Neuroimaging,Johns Hopkins University,Specialization,Intermediate,3 - 6 Months,"Anatomy, Radiology, Image Analysis, Data Analysis, Analysis, Data Manipulation, Analytical Skills, Experimentation, Research Design, R Programming, Statistical Analysis, Psychology, Network Analysis, Data Processing, Regression Analysis, Scientific Visualization, Science and Research, Scientific Methods, Medical Science and Research, Data Transformation",4.6,3200
Information Technology,Análisis de Datos de Google,Google,Professional Certificate,Beginner,3 - 6 Months,"Data Storytelling, Presentations, Rmarkdown, Data Presentation, Data Cleansing, Data Visualization, Ggplot2, Data Validation, Spreadsheet Software, Data Visualization Software, Data Ethics, Data Analysis, Data-Driven Decision-Making, Tableau Software, Data Processing, Dashboard, Business Analysis, Stakeholder Communications, Analytical Skills, Databases",4.8,12000
Information Technology,Computational Neuroscience,University of Washington,Course,Beginner,1 - 3 Months,"Machine Learning Methods, Supervised Learning, Network Model, Matlab, Machine Learning Algorithms, Artificial Neural Networks, Computer Vision, Reinforcement Learning, Computational Thinking, Mathematical Modeling, Linear Algebra, Data Analysis, Information Architecture, Probability & Statistics",4.6,1100
Information Technology,Machine Learning Foundations for Product Managers,Duke University,Course,Beginner,1 - 3 Months,"Deep Learning, Unsupervised Learning, Classification And Regression Tree (CART), Machine Learning, Regression Analysis, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Computer Vision, Supervised Learning, Statistical Methods, Natural Language Processing, Predictive Modeling, Performance Metric",4.6,518
Information Technology,Regression Analysis: Simplify Complex Data Relationships,Google,Course,Advanced,1 - 3 Months,"Regression Analysis, Statistical Analysis, Advanced Analytics, Correlation Analysis, Analytics, Data Analysis, Statistical Methods, Predictive Modeling, Statistical Modeling, Supervised Learning, Statistics, Statistical Machine Learning, Variance Analysis, Machine Learning Methods, Python Programming",4.7,490
Information Technology,Data Visualization with Python,IBM,Course,Intermediate,1 - 3 Months,"Data Visualization Software, Plotly, Data Visualization, Dashboard, Interactive Data Visualization, Matplotlib, Seaborn, Data Analysis, Geospatial Information and Technology, Pandas (Python Package), Scatter Plots, Histogram, Heat Maps, Box Plots",4.5,12000
Information Technology,Big Data,University of California San Diego,Specialization,Beginner,3 - 6 Months,"Apache Spark, PySpark, Apache Hadoop, Data Integration, Exploratory Data Analysis, Big Data, Graph Theory, Data Pipelines, Data Modeling, Regression Analysis, Data Management, Applied Machine Learning, Data Infrastructure, Data Presentation, Scalability, Data Mining, Data Processing, Statistical Analysis, Databases, Data Architecture",4.5,14000
Information Technology,Google Data Analytics (PT),Google,Professional Certificate,Beginner,3 - 6 Months,"Data Cleansing, Rmarkdown, Data Storytelling, Data Presentation, Data Validation, Spreadsheet Software, Data Visualization, Data Ethics, Tableau Software, Data Visualization Software, Data Analysis, Ggplot2, Analytical Skills, Stakeholder Communications, Presentations, SQL, Dashboard, Data Quality, Data Collection, Data Processing",4.9,4000
Information Technology,The Nuts and Bolts of Machine Learning,Google,Course,Advanced,1 - 3 Months,"Feature Engineering, Applied Machine Learning, Advanced Analytics, Predictive Modeling, Analytics, Unsupervised Learning, Data Ethics, Machine Learning, Machine Learning Algorithms, Supervised Learning, Random Forest Algorithm, Decision Tree Learning, Performance Tuning, Python Programming",4.8,470
Information Technology,Problem Solving with Excel ,PwC,Course,Beginner,1 - 4 Weeks,"Excel Formulas, Microsoft Excel, Data Cleansing, Spreadsheet Software, Data Analysis Expressions (DAX), Data Validation, Complex Problem Solving, Statistical Analysis, Financial Analysis",4.7,5400
Information Technology,Convolutional Neural Networks in TensorFlow,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Tensorflow, Keras (Neural Network Library), Computer Vision, Image Analysis, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Machine Learning, Supervised Learning, Data Processing, Data Transformation",4.7,8200
Information Technology,Google Advanced Data Analytics Capstone,Google,Course,Advanced,1 - 4 Weeks,"Regression Analysis, Data Visualization, Statistical Analysis, Advanced Analytics, Data Analysis, Business Analytics, Data Science, Data-Driven Decision-Making, Predictive Modeling, Machine Learning, Interviewing Skills, Portfolio Management",4.8,1100
Information Technology,AI and Public Health,DeepLearning.AI,Course,Beginner,1 - 4 Weeks,"Data Analysis, Jupyter, Exploratory Data Analysis, Data Ethics, Artificial Intelligence, Machine Learning, Predictive Modeling, Applied Machine Learning, Information Privacy, Deep Learning, Environmental Monitoring, Health Care",4.8,216
Information Technology,Natural Language Processing with Attention Models,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Natural Language Processing, PyTorch (Machine Learning Library), Keras (Neural Network Library), Deep Learning, Tensorflow, Machine Learning Methods, Artificial Intelligence, Text Mining, Data Processing",4.4,1000
Information Technology,Executive Data Science,Johns Hopkins University,Specialization,Beginner,1 - 3 Months,"Data Quality, Exploratory Data Analysis, Data Presentation, Employee Onboarding, Data Management, Team Motivation, Technical Communication, Data Analysis, Project Management, Interviewing Skills, Data Visualization, Data Cleansing, Data Science, Data-Driven Decision-Making, Management Reporting, Organizational Leadership, Data Storytelling, Team Management, Analytical Skills, Business Analytics",4.5,11000
Information Technology,Introduction to Machine Learning,Duke University,Course,Intermediate,1 - 3 Months,"PyTorch (Machine Learning Library), Reinforcement Learning, Image Analysis, Applied Machine Learning, Deep Learning, Machine Learning, Natural Language Processing, Supervised Learning, Artificial Neural Networks, Computer Vision, Regression Analysis",4.7,3700
Information Technology,Responsible Generative AI,University of Michigan,Specialization,Beginner,1 - 3 Months,"Generative AI, Governance, Data Governance, Data Management, Compliance Management, OpenAI, Consumer Behaviour, Business Risk Management, Law, Regulation, and Compliance, Business Operations, Data Ethics, Risk Analysis, Automation, Stakeholder Management, ChatGPT, Workforce Development, Artificial Intelligence, Socioeconomics, Labor Relations, Human Resources",4.7,84
Information Technology,Natural Language Processing with Sequence Models,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Natural Language Processing, Keras (Neural Network Library), Artificial Neural Networks, PyTorch (Machine Learning Library), Deep Learning, Tensorflow, Text Mining, Machine Learning",4.5,1200
Information Technology,Creative Designing in Power BI ,Microsoft,Course,Beginner,1 - 4 Weeks,"Data Storytelling, Power BI, Data Presentation, Dashboard, Data Visualization Software, Data Visualization, Microsoft Power Platform, Data Analysis, Creative Design, Data Mapping, Data Security",4.5,252
Information Technology,Supply Chain Management and Analytics,Unilever,Course,Beginner,1 - 3 Months,"Supply Chain, Demand Planning, Supply Chain Management, Supply Chain Planning, Process Improvement, Transportation, Supply Chain, and Logistics, Logistics Management, Supplier Management, Analytics, Corporate Sustainability, Scheduling, Inventory Management System, Forecasting, Security Management, Risk Management",4.8,318
Information Technology,Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft,Specialization,Beginner,3 - 6 Months,"Microsoft Azure, Power BI, Databricks, Data Processing, Cloud Services, Data Warehousing, Database Systems, Database Administration, Databases, NoSQL, Apache Spark, Relational Databases, Cloud Storage, MySQL, SQL, Database Management, Data Storage, Data Lakes, Business Intelligence, Analytics",4.6,789
Information Technology,Microsoft PL-300 Exam Preparation and Practice,Microsoft,Course,Beginner,1 - 3 Months,"Power BI, Data Visualization Software, Data Storytelling, Data Modeling, Data Analysis, Business Intelligence, Microsoft Azure, Data Transformation, Data Cleansing, Data Management, Generative AI",4.6,387
Information Technology,Leverage Data Science for a More Agile Supply Chain,"University of California, Irvine",Specialization,Intermediate,1 - 3 Months,"Supply Chain Planning, Demand Planning, Customer Demand Planning, Inventory Management System, Inventory Control, Supply Chain Management, Supply Chain, Capacity Planning, Resource Planning, Inventory and Warehousing, Process Optimization, Operations Research, Resource Allocation, Service Level, Capacity Management, Performance Measurement, Operational Efficiency, Microsoft Excel, Forecasting, Data-Driven Decision-Making",4.5,389
Information Technology,Sample-based Learning Methods,University of Alberta,Course,Intermediate,1 - 3 Months,"Reinforcement Learning, Sampling (Statistics), Machine Learning Algorithms, Simulations, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Statistical Methods, Probability Distribution",4.8,1200
Information Technology,Data Analytics for Lean Six Sigma,University of Amsterdam,Course,Beginner,1 - 3 Months,"Lean Six Sigma, Data Visualization, Statistical Hypothesis Testing, Minitab, Regression Analysis, Probability Distribution, Statistical Methods, Data Analysis, Statistical Analysis, Analytics, Process Improvement, Quality Control, Variance Analysis",4.8,3400
Information Technology,Design of Experiments,Arizona State University,Specialization,Beginner,3 - 6 Months,"Experimentation, Sample Size Determination, Research Design, Regression Analysis, Statistical Analysis, Statistical Methods, Statistical Modeling, Statistical Hypothesis Testing, Statistical Software, A/B Testing, Sampling (Statistics), Data Analysis, Estimation, Mathematical Modeling, Probability & Statistics, Data Transformation, Descriptive Statistics, Probability Distribution, Variance Analysis, Quality Control",4.7,354
Information Technology,Data Science Ethics,University of Michigan,Course,Beginner,1 - 3 Months,"Data Ethics, Information Privacy, Personally Identifiable Information, Data Security, Data Governance, Ethical Standards And Conduct, Big Data, Law, Regulation, and Compliance, Data Analysis, Social Sciences, Data-Driven Decision-Making, Diversity Awareness",4.7,1200
Information Technology,Leadership Strategies for AI and Generative AI,Fractal Analytics,Specialization,Beginner,3 - 6 Months,"Data Ethics, Human Centered Design, Problem Solving, Critical Thinking, Strategic Leadership, Generative AI, Artificial Intelligence, Business Strategy, Ethical Standards And Conduct, Analytical Skills, Design Thinking, Data Strategy, Information Privacy, Personally Identifiable Information, Business Leadership, Business Transformation, Strategic Decision-Making, Key Performance Indicators (KPIs), Business Marketing, Strategic Thinking",4.6,134
Information Technology,Computational Social Science,"University of California, Davis",Specialization,Beginner,3 - 6 Months,"Network Analysis, Natural Language Processing, Web Scraping, Data Cleansing, Data Ethics, Artificial Intelligence, Social Sciences, Research, Data Wrangling, Big Data, Data Manipulation, Research Methodologies, Databases, Simulations, Systems Thinking, Trend Analysis, Data Science, Machine Learning, Data Collection, Graph Theory",4.6,1100
Information Technology,R Programming,Johns Hopkins University,Course,Intermediate,1 - 4 Weeks,"Statistical Analysis, R Programming, Statistical Programming, Data Analysis, Debugging, Simulations, Program Development, Software Installation, Computer Programming, Data Structures, Performance Tuning, Data Import/Export",4.5,22000
Information Technology,Exploratory Data Analysis for Machine Learning,IBM,Course,Intermediate,1 - 3 Months,"Exploratory Data Analysis, Feature Engineering, Data Cleansing, Data Access, Data Analysis, Statistical Inference, Statistical Hypothesis Testing, Data Quality, Probability & Statistics, Jupyter, Big Data, Machine Learning, Data Manipulation, Pandas (Python Package), Statistical Analysis, Data Transformation, Data Presentation, Artificial Intelligence",4.6,2100
Information Technology,"Introduction to Trading, Machine Learning & GCP",Google Cloud,Course,Intermediate,1 - 4 Weeks,"Machine Learning, Google Cloud Platform, Machine Learning Algorithms, Applied Machine Learning, Supervised Learning, Time Series Analysis and Forecasting, Financial Trading, Deep Learning, Statistical Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Securities Trading, Technical Analysis, Predictive Modeling, Financial Forecasting, Quantitative Research, Financial Modeling, Forecasting, Regression Analysis",4.0,863
Information Technology,Practical Data Science with MATLAB,MathWorks,Specialization,Beginner,3 - 6 Months,"Data Storytelling, Feature Engineering, Supervised Learning, Dimensionality Reduction, Data Integration, Interactive Data Visualization, Exploratory Data Analysis, Data Import/Export, Technical Communication, Data Analysis, Applied Machine Learning, Data Visualization Software, Matlab, Regression Analysis, Data Processing, Descriptive Statistics, Data Cleansing, Predictive Modeling, Classification And Regression Tree (CART), Data Science",4.8,1000
Information Technology,OpenAI GPTs: Creating Your Own Custom AI Assistants,Vanderbilt University,Course,Beginner,1 - 4 Weeks,"Generative AI, ChatGPT, OpenAI, Personalized Service, Artificial Intelligence, Expense Management, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Digital Transformation, Business Process Automation, Expense Reports, Innovation, Test Case, Scenario Testing, Solution Architecture",4.9,291
Information Technology,Pre-MBA Statistics,IIMA - IIM Ahmedabad,Course,Beginner,1 - 3 Months,"Sampling (Statistics), Probability, Statistical Hypothesis Testing, Statistics, Probability Distribution, Statistical Methods, Statistical Inference, Estimation, Statistical Analysis, Descriptive Statistics, Sample Size Determination, Data Analysis, Data-Driven Decision-Making",4.5,262
Information Technology,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,Course,Beginner,1 - 3 Months,"Data Processing, Data Cleansing, Data Storytelling, Data Collection, Data Visualization Software, Data Manipulation, Data Access, Python Programming, Exploratory Data Analysis, Algorithms, Web Scraping, Unstructured Data, Text Mining",4.7,14000
Information Technology,Machine Learning,University of Washington,Specialization,Intermediate,3 - 6 Months,"Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms, Big Data, Statistical Inference, Data Cleansing",4.6,16000
Information Technology,Econometrics: Methods and Applications,Erasmus University Rotterdam,Course,Mixed,1 - 3 Months,"Econometrics, Time Series Analysis and Forecasting, Regression Analysis, Data Analysis, Economics, Trend Analysis, Statistical Analysis, Quantitative Research, Statistical Modeling, Statistics, Forecasting, Probability, Linear Algebra, Peer Review",4.6,1200
Information Technology,Data Visualization with Advanced Excel,PwC,Course,Beginner,1 - 4 Weeks,"Data Presentation, Dashboard, Data Storytelling, Data Visualization Software, Microsoft Excel, Spreadsheet Software, Graphing, Pivot Tables And Charts, Data Modeling, Databases, Data Analysis, Simulation and Simulation Software",4.8,3000
Information Technology,Rust Programming,Duke University,Specialization,Beginner,3 - 6 Months,"Rust (Programming Language), Containerization, Data Pipelines, CI/CD, Docker (Software), DevOps, Jenkins, Test Case, Restful API, Serverless Computing, Generative AI, Command-Line Interface, Amazon Web Services, Software Testing, Maintainability, Prometheus (Software), ChatGPT, System Monitoring, MLOps (Machine Learning Operations), Data Structures",4.0,180
Information Technology,Trustworthy Generative AI,Vanderbilt University,Course,Beginner,1 - 4 Weeks,"ChatGPT, Ideation, Verification And Validation, Generative AI, Creative Thinking, Creativity, Risk Management Framework, OpenAI, Artificial Intelligence, Data Ethics, Technical Communication, Problem Solving, Collaboration",4.8,476
Information Technology,Build Better Generative Adversarial Networks (GANs),DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Generative AI, PyTorch (Machine Learning Library), Data Ethics, Deep Learning, Machine Learning, Image Analysis, Computer Graphics, Artificial Intelligence and Machine Learning (AI/ML)",4.7,676
Information Technology, Generative AI: Elevate Your Data Science Career,IBM,Course,Intermediate,1 - 4 Weeks,"Generative AI, Exploratory Data Analysis, Data Ethics, Feature Engineering, Predictive Modeling, Predictive Analytics, Data Science, Artificial Intelligence, Data Analysis, Data Transformation, Data Visualization Software, Deep Learning, Data Manipulation",4.6,155
Information Technology,Deploy and Maintain Power BI Assets and Capstone project,Microsoft,Course,Beginner,1 - 4 Weeks,"Power BI, Dashboard, SQL, Microsoft SQL Servers, Business Intelligence, Data Security, Data Analysis, Data Visualization Software, Data Modeling, Data Management, Data-Driven Decision-Making",4.4,209
Information Technology,TensorFlow: Data and Deployment,DeepLearning.AI,Specialization,Intermediate,3 - 6 Months,"Extract, Transform, Load, Data Pipelines, Image Analysis, Data Import/Export, Tensorflow, iOS Development, Application Deployment, Android Development, Data Processing, Computer Vision, MLOps (Machine Learning Operations), Swift Programming, Mobile Development, Data Transformation, JSON, Applied Machine Learning, Data Sharing, Javascript, Deep Learning, Artificial Neural Networks",4.7,1500
Information Technology,Fundamentals of Visualization with Tableau,"University of California, Davis",Course,Beginner,1 - 4 Weeks,"Data Visualization Software, Interactive Data Visualization, Dashboard, Tableau Software, Data Presentation, Data Storytelling, Tree Maps, Data Import/Export",4.5,6700
Information Technology,Introduction to Embedded Machine Learning,Edge Impulse,Course,Intermediate,1 - 4 Weeks,"Applied Machine Learning, Embedded Systems, Data Processing, Machine Learning, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics, Deep Learning, Supervised Learning, Feature Engineering",4.8,691
Information Technology,CertNexus Certified Ethical Emerging Technologist,CertNexus,Professional Certificate,Beginner,3 - 6 Months,"Crisis Management, Data Ethics, Governance, Business Ethics, Strategic Leadership, Corporate Communications, Media Relations, Strategic Thinking, Communication Strategies, Business Leadership, Accountability, Ethical Standards And Conduct, Emerging Technologies, Organizational Leadership, Public Relations, Risk Management, Operational Risk, Scheduling, Learning Strategies, Test Planning",4.7,547
Information Technology,IBM AI Enterprise Workflow,IBM,Specialization,Advanced,3 - 6 Months,"Feature Engineering, Data Ethics, Exploratory Data Analysis, Unsupervised Learning, Tensorflow, Application Deployment, Dimensionality Reduction, MLOps (Machine Learning Operations), Data Storytelling, Probability Distribution, Apache Spark, Statistical Hypothesis Testing, Supervised Learning, Data Visualization Software, Data Pipelines, Design Thinking, Unit Testing, Artificial Neural Networks, Data Science, Artificial Intelligence",4.3,310
Information Technology,Advanced Computer Vision with TensorFlow,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Computer Vision, Tensorflow, Image Analysis, Keras (Neural Network Library), Deep Learning, Artificial Neural Networks, Visualization (Computer Graphics), Machine Learning",4.7,515
Information Technology,Generative AI: Enhance your Data Analytics Career ,IBM,Course,Intermediate,1 - 4 Weeks,"Generative AI, Data Storytelling, OpenAI, Analytics, Data Analysis, Dashboard, ChatGPT, Artificial Intelligence, Data Ethics, Data Visualization Software, SQL, Python Programming, Data Processing, Data Cleansing, Query Languages",4.7,97
Information Technology,Recommender Systems,University of Minnesota,Specialization,Intermediate,3 - 6 Months,"Machine Learning Algorithms, Taxonomy, Decision Support Systems, Business Metrics, Applied Machine Learning, Machine Learning, Dimensionality Reduction, Performance Metric, Spreadsheet Software, Data Collection, Performance Measurement, Benchmarking, Usability Testing, Exploratory Data Analysis, A/B Testing, Analysis, Artificial Intelligence and Machine Learning (AI/ML), Predictive Analytics, Predictive Modeling, Machine Learning Methods",4.3,818
Information Technology,AI and Climate Change,DeepLearning.AI,Course,Beginner,1 - 4 Weeks,"Image Analysis, Environmental Monitoring, Artificial Intelligence, Artificial Neural Networks, Deep Learning, Data Processing, Forecasting, Machine Learning, Computer Vision, Predictive Modeling, Exploratory Data Analysis",4.8,112
Information Technology,Introduction to Genomic Technologies,Johns Hopkins University,Course,Mixed,1 - 4 Weeks,"Bioinformatics, Data Science, Science and Research, Data Analysis, Programming Principles, Computer Science, Statistical Analysis, Computational Thinking, Life Sciences, Big Data, Biostatistics, Statistical Methods, Software Engineering, Algorithms",4.6,4700
Information Technology,GenAI for UX Designers,Coursera Instructor Network,Course,Beginner,1 - 4 Weeks,"User Experience Design, User Research, Wireframing, Experience Design, UI/UX Strategy, User Centered Design, Usability, Adobe XD, Conceptual Design, Usability Testing, Generative AI, Figma (Design Software), Interaction Design, Design Thinking, Prototyping, User Interface (UI) Design, Data Ethics, Persona Development",4.1,42
Information Technology,"Statistical Thinking for Industrial Problem Solving, presented by JMP",SAS,Course,Beginner,1 - 3 Months,"Exploratory Data Analysis, Data Compilation, Correlation Analysis, Data Collection, Statistical Inference, Statistical Process Controls, Statistical Methods, Predictive Modeling, Data Analysis, Statistical Hypothesis Testing, Data-Driven Decision-Making, Regression Analysis, Statistical Analysis, Experimentation, Probability & Statistics, Descriptive Statistics, Interactive Data Visualization",4.9,90
Information Technology,AI for Medical Prognosis ,DeepLearning.AI,Course,Intermediate,1 - 4 Weeks,"Risk Modeling, Decision Tree Learning, Predictive Modeling, Feature Engineering, Applied Machine Learning, Random Forest Algorithm, Forecasting, Data Manipulation, Statistical Modeling, Machine Learning, Statistical Analysis, Probability & Statistics, Data Analysis, Regression Analysis",4.7,781
Information Technology,Data Science: Statistics and Machine Learning,Johns Hopkins University,Specialization,Intermediate,3 - 6 Months,"Shiny (R Package), Rmarkdown, Regression Analysis, Leaflet (Software), Exploratory Data Analysis, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Plotly, Machine Learning Algorithms, Interactive Data Visualization, Probability & Statistics, Statistical Machine Learning, Feature Engineering, Statistical Analysis, Statistical Modeling, Probability, Correlation Analysis, Data Science, Data Analysis",4.4,7200
Information Technology,Data Analysis with Spreadsheets and SQL,Meta,Course,Beginner,1 - 3 Months,"Data Visualization Software, Spreadsheet Software, Correlation Analysis, Google Sheets, Dashboard, Data Analysis, Data Storytelling, Tableau Software, Descriptive Statistics, Data Cleansing, Marketing Analytics, Exploratory Data Analysis, Excel Formulas, Data Manipulation, Statistical Analysis, SQL",4.6,192
Information Technology,Applied Data Science Capstone,IBM,Course,Intermediate,1 - 3 Months,"Plotly, Exploratory Data Analysis, Predictive Modeling, Interactive Data Visualization, Data Science, Data-Driven Decision-Making, Data Storytelling, Data Presentation, Data Analysis, Pandas (Python Package), Web Scraping, Statistical Machine Learning, Data Wrangling, Data Collection",4.7,7200
Information Technology,Microsoft Azure Developer Associate (AZ-204) Exam Prep,Microsoft,Professional Certificate,Intermediate,3 - 6 Months,"Cloud Development, Microsoft Azure, Cloud Storage, Data Storage, Serverless Computing, Cloud Security, Virtual Machines, Data Storage Technologies, CI/CD, Continuous Deployment, Development Environment, Cloud Management, Application Deployment, Cloud Applications, Data Security, Cloud Computing, Microsoft Power Automate/Flow, Event-Driven Programming, Docker (Software), C# (Programming Language)",4.5,250
Information Technology,Data Visualization & Dashboarding with R,Johns Hopkins University,Specialization,Beginner,3 - 6 Months,"Rmarkdown, Shiny (R Package), Ggplot2, Tidyverse (R Package), Data Visualization, Spatial Data Analysis, Scatter Plots, Plot (Graphics), Dashboard, Data Import/Export, Data Visualization Software, Interactive Data Visualization, R Programming, Geospatial Information and Technology, Statistical Reporting, Plotly, Statistical Visualization, Data Storytelling, Heat Maps, Data Manipulation",4.8,417
Information Technology,IBM Data Analyst Capstone Project,IBM,Course,Advanced,1 - 3 Months,"Dashboard, Exploratory Data Analysis, Data Wrangling, Statistical Analysis, Data Cleansing, IBM Cognos Analytics, Data Collection, Data Analysis, Looker (Software), Web Scraping, Data Storytelling, Data Transformation, Box Plots, Pandas (Python Package), Scatter Plots, Histogram",4.7,1200
Information Technology,Use Generative AI as Your Thought Partner,Coursera,Course,Beginner,1 - 4 Weeks,"Generative AI, ChatGPT, Leadership, Strategic Decision-Making, Business Strategy, Forecasting, Digital Transformation, Employee Engagement, Adaptability, Change Management, Ethical Standards And Conduct",4.7,1100
Information Technology,Tidyverse Skills for Data Science in R,Johns Hopkins University,Specialization,Beginner,3 - 6 Months,"Tidyverse (R Package), Ggplot2, Data Wrangling, Statistical Modeling, Exploratory Data Analysis, Plot (Graphics), R Programming, Data Import/Export, Predictive Modeling, Data Visualization, Statistical Visualization, Data Visualization Software, Statistical Hypothesis Testing, Data Analysis, Data Manipulation, Data Modeling, Web Scraping, Data Integration, Data Cleansing, Data Transformation",4.5,102
Information Technology,Tableau Public for Beginners: Data Visualization Basics,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"Dashboard, Interactive Data Visualization, Data Presentation, Tableau Software, Data Visualization Software, Data Storytelling",3.3,981
Information Technology,"Data Wrangling, Analysis and AB Testing with SQL","University of California, Davis",Course,Intermediate,1 - 4 Weeks,"Feature Engineering, A/B Testing, Data Cleansing, Data Quality, SQL, Data Validation, Data Manipulation, Data Transformation, Data Wrangling, Data Integrity, Data Analysis, Time Series Analysis and Forecasting",4.7,507
Information Technology,SQL: A Practical Introduction for Querying Databases,IBM,Course,Beginner,1 - 3 Months,"SQL, Stored Procedure, Relational Databases, MySQL, Microsoft SQL Servers, Query Languages, Database Management, Databases, Cloud Management, IBM DB2, Data Manipulation, Data Analysis, Transaction Processing",4.9,17
Information Technology,Deep Learning for Computer Vision,MathWorks,Specialization,Beginner,1 - 3 Months,"Computer Vision, Anomaly Detection, Image Analysis, Matlab, Deep Learning, Artificial Neural Networks, Applied Machine Learning, Application Deployment, PyTorch (Machine Learning Library), Data Visualization, Data Cleansing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Data Synthesis, Performance Tuning, Data Analysis, Machine Learning, Data Manipulation",4.7,561
Information Technology,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,University of Pennsylvania,Course,Intermediate,1 - 3 Months,"R Programming, Statistical Analysis, Statistical Methods, Statistical Inference, Data Analysis, Quantitative Research, Probability & Statistics, Regression Analysis, Research Design, Graph Theory",4.7,1200
Information Technology,Process Mining: Data science in Action,Eindhoven University of Technology,Course,Intermediate,1 - 3 Months,"Business Process, Process Analysis, Process Improvement, Business Process Management, Data Mining, Business Process Modeling, Process Optimization, Operational Analysis, Performance Analysis, Data Analysis, Real Time Data, Data Science, Verification And Validation",4.8,393
